pet_id,issue_date,listing_date,condition,color_type,length(m),X1,X2,breed_category,pet_category,issue_date_dt,listing_date_dt,date_diff,conditionnan,height(m)
ANSL_54006,2016-03-27 00:00:00,2017-02-19 17:02:00,0.0,White,0.52,0,1,1.0,2,2016-03-27,2017-02-19,329,0,0.28059999999999996
ANSL_52527,2015-12-06 00:00:00,2018-12-30 13:54:00,1.0,White,0.31,13,9,0.0,2,2015-12-06,2018-12-30,1120,0,0.4753
ANSL_66402,2017-01-08 00:00:00,2019-03-08 16:54:00,0.0,Blue Merle,0.81,0,1,1.0,2,2017-01-08,2019-03-08,789,0,0.2545
ANSL_66255,2017-09-12 00:00:00,2017-12-01 14:56:00,2.0,Black,0.86,13,9,0.0,1,2017-09-12,2017-12-01,80,0,0.2324
ANSL_54740,2014-12-28 00:00:00,2016-07-19 11:12:00,2.0,Tan,0.08,13,9,0.0,2,2014-12-28,2016-07-19,569,0,0.49200000000000005
ANSL_62649,2017-05-21 00:00:00,2017-08-14 17:31:00,0.0,Chocolate,0.54,0,1,1.0,2,2017-05-21,2017-08-14,85,0,0.2746
ANSL_70606,2016-12-13 00:00:00,2017-03-28 15:18:00,0.0,Black,0.68,0,1,1.0,1,2016-12-13,2017-03-28,105,0,0.0808
ANSL_51664,2015-08-04 00:00:00,2017-09-26 11:34:00,0.0,Black,0.01,0,1,1.0,2,2015-08-04,2017-09-26,784,0,0.4567
ANSL_50622,2017-09-13 00:00:00,2018-10-09 13:41:00,0.0,Black,0.08,0,1,1.0,2,2017-09-13,2018-10-09,391,0,0.076
ANSL_62452,2006-05-22 00:00:00,2017-01-07 17:38:00,0.0,Tan,0.23,0,1,1.0,2,2006-05-22,2017-01-07,3883,0,0.23149999999999998
ANSL_55357,2013-07-21 00:00:00,2017-05-15 10:52:00,1.0,Orange Tabby,0.74,9,2,0.0,1,2013-07-21,2017-05-15,1394,0,0.1134
ANSL_64584,2017-01-13 00:00:00,2018-02-04 09:00:00,2.0,Brown Tabby,0.21,16,9,1.0,1,2017-01-13,2018-02-04,387,0,0.1389
ANSL_59523,2016-04-14 00:00:00,2017-03-10 14:52:00,2.0,Tan,0.2,13,9,0.0,2,2016-04-14,2017-03-10,330,0,0.3418
ANSL_63887,2016-07-31 00:00:00,2017-01-31 17:00:00,0.0,Brown,0.69,0,1,1.0,2,2016-07-31,2017-01-31,184,0,0.13119999999999998
ANSL_67659,2014-11-19 00:00:00,2016-12-26 11:06:00,0.0,Black,0.12,13,9,1.0,1,2014-11-19,2016-12-26,768,0,0.2782
ANSL_62019,2016-06-27 00:00:00,2017-03-21 19:18:00,1.0,Black,0.11,16,9,0.0,1,2016-06-27,2017-03-21,267,0,0.4274
ANSL_70889,2010-08-15 00:00:00,2017-10-29 15:14:00,0.0,White,0.28,0,7,1.0,2,2010-08-15,2017-10-29,2632,0,0.20620000000000002
ANSL_70137,2014-11-22 00:00:00,2016-12-13 18:23:00,1.0,Brown,0.46,0,7,0.0,2,2014-11-22,2016-12-13,752,0,0.3565
ANSL_60833,2015-05-15 00:00:00,2017-11-26 18:28:00,1.0,Gray,0.07,0,7,0.0,2,2015-05-15,2017-11-26,926,0,0.36329999999999996
ANSL_73612,2016-01-14 00:00:00,2018-02-11 17:07:00,1.0,Chocolate,0.46,0,7,0.0,2,2016-01-14,2018-02-11,759,0,0.1351
ANSL_52181,2012-12-21 00:00:00,2016-08-30 13:28:00,1.0,Blue Tiger,0.37,0,7,0.0,2,2012-12-21,2016-08-30,1348,0,0.20850000000000002
ANSL_72043,2017-04-15 00:00:00,2018-03-15 00:00:00,1.0,Black,0.11,13,9,0.0,2,2017-04-15,2018-03-15,334,0,0.2742
ANSL_76021,2019-01-27 00:00:00,2019-04-23 16:50:00,1.0,White,0.65,0,1,0.0,2,2019-01-27,2019-04-23,86,0,0.4261
ANSL_60015,2018-07-05 00:00:00,2018-10-11 16:37:00,0.0,Black,0.94,7,1,1.0,1,2018-07-05,2018-10-11,98,0,0.3774
ANSL_76396,2017-04-10 00:00:00,2019-05-02 14:52:00,2.0,Brown,0.93,0,7,0.0,2,2017-04-10,2019-05-02,752,0,0.24420000000000003
ANSL_61860,2016-08-14 00:00:00,2017-09-10 14:11:00,1.0,Black,0.77,0,1,0.0,2,2016-08-14,2017-09-10,392,0,0.0788
ANSL_68099,2015-05-28 00:00:00,2016-08-21 18:32:00,1.0,Blue,0.39,0,7,0.0,2,2015-05-28,2016-08-21,451,0,0.4889
ANSL_56237,2016-04-11 00:00:00,2017-05-07 18:33:00,1.0,Brown,0.87,0,1,0.0,2,2016-04-11,2017-05-07,391,0,0.22640000000000002
ANSL_63457,2017-10-04 00:00:00,2017-11-25 16:26:00,2.0,Orange Tabby,0.01,13,9,0.0,1,2017-10-04,2017-11-25,52,0,0.4397
ANSL_57353,2014-08-02 00:00:00,2017-08-27 18:59:00,0.0,Gray,0.65,0,1,1.0,2,2014-08-02,2017-08-27,1121,0,0.4361
ANSL_62930,2013-05-29 00:00:00,2017-07-10 08:32:00,0.0,Black,0.0,7,1,1.0,1,2013-05-29,2017-07-10,1503,0,0.327
ANSL_72169,2008-04-03 00:00:00,2017-07-13 12:21:00,0.0,Blue Tick,0.2,0,1,1.0,2,2008-04-03,2017-07-13,3388,0,0.23440000000000003
ANSL_53678,2009-07-24 00:00:00,2016-08-16 18:14:00,1.0,Red,0.43,0,7,0.0,2,2009-07-24,2016-08-16,2580,0,0.1112
ANSL_60342,2017-05-23 00:00:00,2017-10-13 17:24:00,0.0,Brown Tabby,0.08,0,1,1.0,1,2017-05-23,2017-10-13,143,0,0.1096
ANSL_57148,2017-10-09 00:00:00,2017-12-13 14:34:00,2.0,Black,0.48,13,9,1.0,1,2017-10-09,2017-12-13,65,0,0.12359999999999999
ANSL_59321,2015-03-22 00:00:00,2018-03-10 05:30:00,0.0,Chocolate,0.94,0,1,1.0,2,2015-03-22,2018-03-10,1084,0,0.1438
ANSL_58901,2018-01-09 00:00:00,2019-01-30 12:14:00,1.0,Fawn,0.49,0,7,0.0,2,2018-01-09,2019-01-30,386,0,0.1574
ANSL_70288,2007-10-11 00:00:00,2017-03-10 13:09:00,0.0,White,0.16,7,1,1.0,2,2007-10-11,2017-03-10,3438,0,0.44549999999999995
ANSL_60018,2016-10-09 00:00:00,2017-01-30 09:00:00,2.0,Black,0.58,16,9,0.0,1,2016-10-09,2017-01-30,113,0,0.0699
ANSL_59763,2015-02-10 00:00:00,2017-04-01 00:00:00,0.0,Tan,0.47,13,9,1.0,2,2015-02-10,2017-04-01,781,0,0.2352
ANSL_50698,2017-09-15 00:00:00,2018-03-20 19:05:00,0.0,Brown Tabby,0.34,0,1,1.0,1,2017-09-15,2018-03-20,186,0,0.2927
ANSL_52516,2017-05-01 00:00:00,2017-07-28 00:00:00,2.0,Brown,0.45,13,9,1.0,2,2017-05-01,2017-07-28,88,0,0.46020000000000005
ANSL_76266,2016-12-01 00:00:00,2017-02-27 16:22:00,1.0,White,0.92,0,1,0.0,2,2016-12-01,2017-02-27,88,0,0.1916
ANSL_55609,2017-02-12 00:00:00,2018-03-10 18:09:00,0.0,Brown,0.11,13,9,1.0,1,2017-02-12,2018-03-10,391,0,0.1371
ANSL_51794,2016-10-13 00:00:00,2016-11-22 14:19:00,2.0,White,0.97,13,9,0.0,1,2016-10-13,2016-11-22,40,0,0.2389
ANSL_66061,2017-01-18 00:00:00,2018-05-20 11:26:00,0.0,Black,0.09,7,1,1.0,1,2017-01-18,2018-05-20,487,0,0.47509999999999997
ANSL_50582,2006-09-21 00:00:00,2018-04-25 14:15:00,1.0,Black,0.05,0,7,0.0,2,2006-09-21,2018-04-25,4234,0,0.0795
ANSL_51141,2011-08-02 00:00:00,2018-06-02 13:05:00,0.0,Brown Brindle,0.85,13,9,1.0,2,2011-08-02,2018-06-02,2496,0,0.2327
ANSL_69557,2016-06-06 00:00:00,2016-08-31 18:26:00,2.0,Tricolor,0.18,0,1,0.0,2,2016-06-06,2016-08-31,86,0,0.21
ANSL_70578,2018-07-16 00:00:00,2018-10-16 08:00:00,1.0,Brown Brindle,0.47,7,1,0.0,2,2018-07-16,2018-10-16,92,0,0.16510000000000002
ANSL_55251,2015-01-28 00:00:00,2017-03-01 15:20:00,0.0,Chocolate,0.14,0,1,1.0,2,2015-01-28,2017-03-01,763,0,0.37170000000000003
ANSL_53752,2016-10-27 00:00:00,2018-05-24 00:00:00,0.0,Brown,0.51,13,9,1.0,2,2016-10-27,2018-05-24,574,0,0.30760000000000004
ANSL_54058,2016-08-02 00:00:00,2017-05-01 14:20:00,2.0,Tan,0.11,0,1,1.0,2,2016-08-02,2017-05-01,272,0,0.4401
ANSL_74419,2016-12-27 00:00:00,2017-04-16 08:43:00,1.0,Cream Tabby,0.05,7,1,0.0,1,2016-12-27,2017-04-16,110,0,0.39890000000000003
ANSL_75466,2008-03-13 00:00:00,2019-04-10 11:29:00,0.0,White,0.94,0,7,1.0,2,2008-03-13,2019-04-10,4045,0,0.22690000000000002
ANSL_60383,2016-10-14 00:00:00,2017-11-16 18:17:00,1.0,Buff,0.03,0,1,0.0,2,2016-10-14,2017-11-16,398,0,0.39159999999999995
ANSL_76373,2017-02-27 00:00:00,2019-05-01 16:36:00,1.0,Gray,0.89,0,1,0.0,2,2017-02-27,2019-05-01,793,0,0.23199999999999998
ANSL_70888,2015-09-25 00:00:00,2016-10-16 09:00:00,2.0,Tortie,0.76,16,9,1.0,1,2015-09-25,2016-10-16,387,0,0.48869999999999997
ANSL_74039,2015-01-11 00:00:00,2018-02-06 17:46:00,0.0,White,0.37,0,1,1.0,2,2015-01-11,2018-02-06,1122,0,0.4888
ANSL_72019,2016-10-09 00:00:00,2017-11-02 18:39:00,0.0,Torbie,0.57,0,1,1.0,1,2016-10-09,2017-11-02,389,0,0.35969999999999996
ANSL_73972,2017-07-01 00:00:00,2018-07-29 11:39:00,2.0,Yellow Brindle,0.2,13,9,0.0,2,2017-07-01,2018-07-29,393,0,0.41859999999999997
ANSL_62661,2007-06-26 00:00:00,2016-07-17 11:59:00,2.0,Brown,0.25,0,7,1.0,2,2007-06-26,2016-07-17,3309,0,0.434
ANSL_62426,2016-04-09 00:00:00,2016-07-21 17:42:00,0.0,Calico Point,0.97,0,1,1.0,1,2016-04-09,2016-07-21,103,0,0.4799
ANSL_61457,2016-07-28 00:00:00,2016-10-28 19:00:00,0.0,Tortie,0.54,0,1,1.0,1,2016-07-28,2016-10-28,92,0,0.2483
ANSL_60739,2017-10-01 00:00:00,2018-01-06 15:29:00,1.0,Orange Tabby,0.45,7,1,0.0,1,2017-10-01,2018-01-06,97,0,0.053200000000000004
ANSL_58983,2016-05-13 00:00:00,2018-06-03 09:02:00,3.0,Brown,0.71,15,4,2.0,4,2016-05-13,2018-06-03,751,1,0.1499
ANSL_74231,2017-06-19 00:00:00,2017-09-17 13:54:00,1.0,Brown Tabby,0.82,13,9,0.0,1,2017-06-19,2017-09-17,90,0,0.2712
ANSL_69677,2014-08-29 00:00:00,2018-09-28 17:29:00,1.0,Black,0.29,0,7,0.0,2,2014-08-29,2018-09-28,1491,0,0.48829999999999996
ANSL_63575,2018-10-23 00:00:00,2019-02-23 19:05:00,1.0,Orange Tabby,0.59,0,1,0.0,1,2018-10-23,2019-02-23,123,0,0.13849999999999998
ANSL_62987,2016-12-05 00:00:00,2017-03-09 18:33:00,0.0,Torbie,0.31,0,1,1.0,1,2016-12-05,2017-03-09,94,0,0.2309
ANSL_59673,2017-12-17 00:00:00,2019-01-16 17:14:00,0.0,White,0.69,0,1,1.0,1,2017-12-17,2019-01-16,395,0,0.4746
ANSL_63132,2016-08-25 00:00:00,2016-10-07 16:31:00,2.0,Calico,0.39,13,9,1.0,1,2016-08-25,2016-10-07,43,0,0.34700000000000003
ANSL_62981,2016-08-01 00:00:00,2017-08-24 17:37:00,0.0,White,0.57,0,7,1.0,2,2016-08-01,2017-08-24,388,0,0.3249
ANSL_68470,2005-05-15 00:00:00,2017-06-06 13:19:00,0.0,White,0.74,0,1,1.0,2,2005-05-15,2017-06-06,4405,0,0.1894
ANSL_70785,2015-10-17 00:00:00,2016-11-16 17:12:00,0.0,Red,0.32,0,1,1.0,2,2015-10-17,2016-11-16,396,0,0.4576
ANSL_65171,2016-05-25 00:00:00,2017-07-10 18:18:00,1.0,Chocolate,0.06,0,1,0.0,2,2016-05-25,2017-07-10,411,0,0.14029999999999998
ANSL_67778,2016-03-02 00:00:00,2018-05-09 11:16:00,0.0,Black,0.03,0,1,1.0,2,2016-03-02,2018-05-09,798,0,0.402
ANSL_56201,2016-07-18 00:00:00,2018-09-25 17:20:00,2.0,Blue,0.56,4,4,0.0,2,2016-07-18,2018-09-25,799,0,0.1566
ANSL_54718,2014-11-10 00:00:00,2017-12-05 17:02:00,0.0,Black,0.72,0,1,1.0,2,2014-11-10,2017-12-05,1121,0,0.2921
ANSL_54739,2013-11-21 00:00:00,2018-01-28 12:27:00,1.0,Brown,0.08,0,1,0.0,2,2013-11-21,2018-01-28,1529,0,0.4656
ANSL_66136,2016-10-20 00:00:00,2016-11-12 15:59:00,2.0,Brown,0.57,9,2,0.0,2,2016-10-20,2016-11-12,23,0,0.4568
ANSL_62889,2011-01-12 00:00:00,2019-02-07 18:36:00,1.0,Tan,0.37,0,1,0.0,2,2011-01-12,2019-02-07,2948,0,0.3141
ANSL_56489,2010-01-10 00:00:00,2018-02-15 14:51:00,2.0,Chocolate,0.25,0,1,0.0,2,2010-01-10,2018-02-15,2958,0,0.1868
ANSL_61976,2018-04-21 00:00:00,2018-07-15 17:01:00,1.0,White,0.95,0,1,0.0,2,2018-04-21,2018-07-15,85,0,0.46380000000000005
ANSL_74025,2010-06-22 00:00:00,2017-02-10 11:57:00,0.0,Tan,0.48,0,7,1.0,2,2010-06-22,2017-02-10,2425,0,0.4425
ANSL_61695,2014-10-16 00:00:00,2017-11-19 00:00:00,0.0,Tan,0.03,13,9,1.0,2,2014-10-16,2017-11-19,1130,0,0.3944
ANSL_62306,2016-08-03 00:00:00,2018-02-16 12:17:00,0.0,Black,0.37,0,7,1.0,2,2016-08-03,2018-02-16,562,0,0.35590000000000005
ANSL_76876,2019-02-02 00:00:00,2019-05-11 18:44:00,1.0,White,0.63,0,1,0.0,2,2019-02-02,2019-05-11,98,0,0.1343
ANSL_69133,2016-12-28 00:00:00,2018-01-19 09:03:00,3.0,Brown,0.3,15,4,2.0,4,2016-12-28,2018-01-19,387,1,0.4286
ANSL_52030,2016-01-01 00:00:00,2016-12-26 17:37:00,1.0,Buff,0.11,0,1,0.0,2,2016-01-01,2016-12-26,360,0,0.2622
ANSL_63220,2018-08-04 00:00:00,2018-09-25 17:50:00,3.0,Black,0.03,13,9,2.0,1,2018-08-04,2018-09-25,52,1,0.44
ANSL_75159,2017-06-21 00:00:00,2017-10-19 19:18:00,1.0,Brown Tabby,0.07,7,1,0.0,1,2017-06-21,2017-10-19,120,0,0.10880000000000001
ANSL_71134,2013-03-17 00:00:00,2019-03-27 12:39:00,0.0,White,0.55,0,7,1.0,2,2013-03-17,2019-03-27,2201,0,0.22440000000000002
ANSL_65784,2003-12-13 00:00:00,2019-03-22 13:31:00,1.0,Brown,0.01,0,7,0.0,2,2003-12-13,2019-03-22,5578,0,0.0959
ANSL_72141,2016-05-05 00:00:00,2017-06-01 15:58:00,2.0,Brown Tabby,0.57,16,9,1.0,1,2016-05-05,2017-06-01,392,0,0.2597
ANSL_71461,2014-10-05 00:00:00,2016-10-30 16:06:00,0.0,Red,0.85,0,7,1.0,2,2014-10-05,2016-10-30,756,0,0.4815
ANSL_62747,2016-09-27 00:00:00,2018-01-11 14:51:00,0.0,White,0.5,0,1,1.0,1,2016-09-27,2018-01-11,471,0,0.2675
ANSL_54086,2016-12-31 00:00:00,2018-01-21 18:29:00,0.0,Black,0.02,0,7,1.0,2,2016-12-31,2018-01-21,386,0,0.09789999999999999
ANSL_56748,2017-07-12 00:00:00,2018-08-05 18:23:00,0.0,Tricolor,0.9,0,1,1.0,2,2017-07-12,2018-08-05,389,0,0.43320000000000003
ANSL_66656,2017-12-08 00:00:00,2018-01-13 16:22:00,3.0,Brown Tabby,0.86,13,9,2.0,1,2017-12-08,2018-01-13,36,1,0.2924
ANSL_50109,2017-01-20 00:00:00,2018-04-24 17:20:00,0.0,White,0.23,0,1,1.0,4,2017-01-20,2018-04-24,459,0,0.43170000000000003
ANSL_60045,2017-11-21 00:00:00,2018-06-11 19:40:00,0.0,Black,0.05,0,1,1.0,2,2017-11-21,2018-06-11,202,0,0.09050000000000001
ANSL_59051,2018-08-22 00:00:00,2018-11-09 13:23:00,2.0,Lynx Point,0.52,13,9,0.0,1,2018-08-22,2018-11-09,79,0,0.4154
ANSL_51250,2017-05-11 00:00:00,2017-11-04 18:08:00,1.0,Tan,0.54,0,1,0.0,2,2017-05-11,2017-11-04,177,0,0.1295
ANSL_69630,2016-11-02 00:00:00,2018-06-06 17:32:00,1.0,Black,0.57,7,1,0.0,1,2016-11-02,2018-06-06,581,0,0.39039999999999997
ANSL_72970,2008-07-05 00:00:00,2017-02-23 18:45:00,2.0,Blue,0.55,13,9,1.0,2,2008-07-05,2017-02-23,3155,0,0.0987
ANSL_74499,2015-12-15 00:00:00,2018-01-02 10:05:00,0.0,Black,0.68,7,1,1.0,1,2015-12-15,2018-01-02,749,0,0.43729999999999997
ANSL_62512,2017-02-19 00:00:00,2018-03-12 09:25:00,1.0,Black,0.54,16,9,0.0,1,2017-02-19,2018-03-12,386,0,0.4096
ANSL_73257,2015-03-10 00:00:00,2017-04-02 17:19:00,1.0,Gray,0.85,0,1,0.0,2,2015-03-10,2017-04-02,754,0,0.29469999999999996
ANSL_74400,2016-02-19 00:00:00,2018-03-20 18:30:00,1.0,White,0.97,0,7,0.0,2,2016-02-19,2018-03-20,760,0,0.262
ANSL_55296,2017-02-02 00:00:00,2019-02-23 15:25:00,3.0,Black,0.29,18,4,2.0,4,2017-02-02,2019-02-23,751,1,0.1394
ANSL_61742,2016-08-26 00:00:00,2016-10-03 19:14:00,2.0,Black,0.86,13,9,0.0,1,2016-08-26,2016-10-03,38,0,0.08130000000000001
ANSL_58450,2016-05-21 00:00:00,2017-06-27 12:12:00,2.0,Black,0.49,13,9,0.0,2,2016-05-21,2017-06-27,402,0,0.4929
ANSL_57466,2016-10-02 00:00:00,2017-11-03 18:35:00,0.0,Brown,0.48,0,1,1.0,2,2016-10-02,2017-11-03,397,0,0.23739999999999997
ANSL_62689,2014-02-12 00:00:00,2017-07-01 13:50:00,1.0,Brown,0.29,0,7,0.0,2,2014-02-12,2017-07-01,1235,0,0.25670000000000004
ANSL_74508,2017-06-28 00:00:00,2017-08-12 13:30:00,2.0,Blue Tabby,0.69,13,9,0.0,1,2017-06-28,2017-08-12,45,0,0.41450000000000004
ANSL_61913,2014-04-26 00:00:00,2017-11-01 14:56:00,1.0,Brown Tabby,0.51,7,1,0.0,1,2014-04-26,2017-11-01,1285,0,0.2993
ANSL_56842,2018-08-27 00:00:00,2018-12-29 13:40:00,1.0,Black,0.87,7,1,0.0,1,2018-08-27,2018-12-29,124,0,0.2216
ANSL_51498,2016-06-03 00:00:00,2016-12-24 14:31:00,3.0,Gray,0.86,15,4,2.0,4,2016-06-03,2016-12-24,204,1,0.1043
ANSL_50968,2013-09-25 00:00:00,2016-10-17 15:41:00,2.0,Tan,0.93,0,7,1.0,2,2013-09-25,2016-10-17,1118,0,0.0898
ANSL_68860,2012-06-01 00:00:00,2017-06-22 18:11:00,0.0,Red,0.02,0,7,1.0,2,2012-06-01,2017-06-22,1847,0,0.3417
ANSL_52749,2013-10-22 00:00:00,2018-11-03 02:00:00,0.0,Tricolor,0.25,7,1,1.0,2,2013-10-22,2018-11-03,1838,0,0.3118
ANSL_56275,2018-04-17 00:00:00,2018-07-22 17:29:00,0.0,Chocolate,0.2,0,1,1.0,2,2018-04-17,2018-07-22,96,0,0.2933
ANSL_67352,2016-06-16 00:00:00,2016-08-31 17:06:00,1.0,Brown Brindle,0.19,0,1,0.0,2,2016-06-16,2016-08-31,76,0,0.07339999999999999
ANSL_71170,2018-07-11 00:00:00,2019-01-03 17:58:00,1.0,Black,0.64,13,9,0.0,2,2018-07-11,2019-01-03,176,0,0.4276
ANSL_63379,2017-09-26 00:00:00,2017-12-20 17:54:00,2.0,Black,0.14,13,9,1.0,1,2017-09-26,2017-12-20,85,0,0.4316
ANSL_65513,2018-08-25 00:00:00,2018-11-12 14:47:00,2.0,Black,0.7,13,9,1.0,1,2018-08-25,2018-11-12,79,0,0.19190000000000002
ANSL_68029,2014-09-23 00:00:00,2017-10-17 18:00:00,1.0,Black,0.36,0,1,0.0,2,2014-09-23,2017-10-17,1120,0,0.0977
ANSL_74917,2010-07-06 00:00:00,2016-08-08 16:53:00,1.0,Black,0.53,0,7,0.0,2,2010-07-06,2016-08-08,2225,0,0.2325
ANSL_69801,2011-05-18 00:00:00,2017-06-11 15:23:00,1.0,Sable,0.25,0,7,0.0,2,2011-05-18,2017-06-11,2216,0,0.16
ANSL_61525,2014-03-19 00:00:00,2017-07-07 12:53:00,0.0,Blue,0.38,0,7,1.0,1,2014-03-19,2017-07-07,1206,0,0.12119999999999999
ANSL_63112,2016-02-23 00:00:00,2018-08-01 18:08:00,1.0,Black Brindle,0.47,0,7,0.0,2,2016-02-23,2018-08-01,890,0,0.2761
ANSL_64895,2011-10-12 00:00:00,2018-11-04 10:51:00,2.0,Brown,0.26,18,4,0.0,2,2011-10-12,2018-11-04,2580,0,0.2061
ANSL_69160,2002-08-13 00:00:00,2017-09-27 12:37:00,1.0,Gray,0.3,13,9,0.0,2,2002-08-13,2017-09-27,5524,0,0.47509999999999997
ANSL_60521,2014-08-06 00:00:00,2016-09-13 11:15:00,0.0,Blue Merle,0.84,0,7,1.0,2,2014-08-06,2016-09-13,769,0,0.1532
ANSL_56785,2017-01-17 00:00:00,2019-03-07 13:46:00,1.0,Black,0.48,0,1,0.0,2,2017-01-17,2019-03-07,779,0,0.3107
ANSL_50784,2017-02-21 00:00:00,2017-09-01 15:52:00,0.0,White,0.36,0,1,1.0,2,2017-02-21,2017-09-01,192,0,0.0885
ANSL_58675,2017-06-24 00:00:00,2018-05-24 09:17:00,2.0,Tricolor,0.28,0,7,0.0,2,2017-06-24,2018-05-24,334,0,0.2866
ANSL_61335,2015-08-15 00:00:00,2017-09-09 17:57:00,1.0,Tan,0.5,0,1,0.0,2,2015-08-15,2017-09-09,756,0,0.1189
ANSL_60611,2018-07-14 00:00:00,2018-10-29 13:22:00,0.0,Black,0.83,7,1,1.0,1,2018-07-14,2018-10-29,107,0,0.14
ANSL_56332,2013-09-21 00:00:00,2016-10-18 12:30:00,2.0,Blue,0.78,13,9,0.0,2,2013-09-21,2016-10-18,1123,0,0.483
ANSL_74106,2012-04-26 00:00:00,2017-05-21 13:38:00,1.0,Blue,0.41,13,9,0.0,1,2012-04-26,2017-05-21,1851,0,0.0745
ANSL_69950,2017-02-04 00:00:00,2018-03-01 18:08:00,1.0,White,0.05,0,1,0.0,2,2017-02-04,2018-03-01,390,0,0.4347
ANSL_67612,2008-09-11 00:00:00,2016-10-03 15:52:00,0.0,Black,0.28,0,7,1.0,2,2008-09-11,2016-10-03,2944,0,0.1245
ANSL_71371,2018-02-01 00:00:00,2018-05-26 17:10:00,1.0,White,0.68,0,1,0.0,2,2018-02-01,2018-05-26,114,0,0.2643
ANSL_58181,2016-10-16 00:00:00,2017-02-20 14:24:00,1.0,Blue,0.45,0,1,0.0,1,2016-10-16,2017-02-20,127,0,0.40020000000000006
ANSL_57118,2016-11-20 00:00:00,2019-02-11 15:13:00,1.0,Brown,0.27,7,1,0.0,2,2016-11-20,2019-02-11,813,0,0.4858
ANSL_59071,2017-06-07 00:00:00,2018-06-29 09:37:00,3.0,Brown,0.93,0,3,2.0,4,2017-06-07,2018-06-29,387,1,0.46590000000000004
ANSL_60423,2017-07-15 00:00:00,2018-09-06 17:32:00,1.0,Blue,0.21,0,1,0.0,1,2017-07-15,2018-09-06,418,0,0.2998
ANSL_58615,2015-08-27 00:00:00,2016-09-25 18:18:00,3.0,White,0.43,13,9,2.0,4,2015-08-27,2016-09-25,395,1,0.0727
ANSL_67922,2006-12-11 00:00:00,2017-01-04 12:15:00,2.0,Black,0.23,18,4,1.0,1,2006-12-11,2017-01-04,3677,0,0.49229999999999996
ANSL_51240,2016-10-24 00:00:00,2017-02-03 18:17:00,0.0,Torbie,0.45,0,1,1.0,1,2016-10-24,2017-02-03,102,0,0.2256
ANSL_72581,2015-04-16 00:00:00,2018-05-14 18:11:00,1.0,White,0.37,0,1,0.0,2,2015-04-16,2018-05-14,1124,0,0.4328
ANSL_74565,2014-02-07 00:00:00,2018-03-10 18:13:00,0.0,Buff,0.22,0,7,1.0,2,2014-02-07,2018-03-10,1492,0,0.38789999999999997
ANSL_50083,2018-11-26 00:00:00,2019-02-16 17:14:00,1.0,Orange Tabby,0.36,0,1,0.0,1,2018-11-26,2019-02-16,82,0,0.2894
ANSL_75352,2015-03-20 00:00:00,2019-04-07 16:54:00,0.0,Tan,0.33,0,7,1.0,2,2015-03-20,2019-04-07,1479,0,0.2275
ANSL_55099,2018-01-28 00:00:00,2018-09-05 19:01:00,0.0,Flame Point,0.52,0,1,1.0,1,2018-01-28,2018-09-05,220,0,0.2459
ANSL_62699,2017-05-17 00:00:00,2017-09-28 11:23:00,1.0,Black Brindle,0.08,7,1,0.0,2,2017-05-17,2017-09-28,134,0,0.4962
ANSL_52505,2011-07-29 00:00:00,2018-08-19 14:49:00,2.0,White,0.44,0,1,0.0,2,2011-07-29,2018-08-19,2578,0,0.2422
ANSL_52726,2016-08-21 00:00:00,2016-11-15 17:03:00,0.0,Black,0.03,0,1,1.0,2,2016-08-21,2016-11-15,86,0,0.4146
ANSL_50613,2018-08-18 00:00:00,2018-12-13 18:00:00,1.0,Black,0.37,0,1,0.0,2,2018-08-18,2018-12-13,117,0,0.13
ANSL_59223,2009-01-18 00:00:00,2017-02-15 00:00:00,0.0,Black,0.56,13,9,1.0,2,2009-01-18,2017-02-15,2950,0,0.3885
ANSL_74332,2018-05-29 00:00:00,2018-10-04 13:05:00,2.0,Blue Tabby,0.04,13,9,1.0,1,2018-05-29,2018-10-04,128,0,0.38789999999999997
ANSL_75124,2002-01-16 00:00:00,2016-09-08 12:43:00,0.0,Black,0.93,0,7,1.0,2,2002-01-16,2016-09-08,5349,0,0.3136
ANSL_60016,2016-06-23 00:00:00,2016-09-26 08:30:00,1.0,Black,0.78,7,1,0.0,1,2016-06-23,2016-09-26,95,0,0.4653
ANSL_73292,2014-06-25 00:00:00,2017-07-28 00:00:00,1.0,Black,0.63,13,9,0.0,2,2014-06-25,2017-07-28,1129,0,0.4249
ANSL_73662,2015-10-26 00:00:00,2017-12-07 15:41:00,1.0,White,0.78,0,1,0.0,2,2015-10-26,2017-12-07,773,0,0.0581
ANSL_75101,2014-03-13 00:00:00,2018-06-15 11:59:00,1.0,Black,0.9,13,9,0.0,2,2014-03-13,2018-06-15,1555,0,0.4815
ANSL_60938,2018-03-27 00:00:00,2019-01-22 17:13:00,2.0,Black,0.18,17,9,0.0,1,2018-03-27,2019-01-22,301,0,0.20309999999999997
ANSL_61722,2010-09-01 00:00:00,2017-11-06 11:45:00,1.0,Tan,0.3,0,7,0.0,2,2010-09-01,2017-11-06,2623,0,0.47159999999999996
ANSL_74338,2017-06-25 00:00:00,2018-07-15 15:37:00,2.0,Red,0.3,0,7,0.0,2,2017-06-25,2018-07-15,385,0,0.1311
ANSL_51978,2017-12-08 00:00:00,2019-01-03 14:56:00,0.0,Tan,0.22,0,7,1.0,2,2017-12-08,2019-01-03,391,0,0.4975
